ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006473	protein acetylation	47/5381	106/18870	0.000359821798919017	0.00769848463700721	0.00615612615433638	NFYC/EP400/CREBBP/KAT6A/KANSL2/EP300/HAT1/GSK3B/PRKAA1/TAF9/NAA20/PARK7/GTF2B/ERCC6/AUTS2/BLOC1S1/NAA10/NFYB/DIP2A/MSL1/HINT2/CEP295/PPARGC1A/MYBBP1A/MORF4L2/SOX4/MSL3/DDX3X/BAG6/KAT14/DDX21/NAA80/TADA2A/YEATS2/KLF15/FLCN/ACTL6A/NAT8/PML/NAA50/KANSL3/KAT5/DEK/SMARCA5/PRKAA2/YEATS4/SUPT3H	47
GO:1902850	microtubule cytoskeleton organization involved in mitosis	67/5381	163/18870	0.000362087015567831	0.0077208655541787	0.00617402315044067	PCNT/CHMP5/DYNLT1/CLASP1/LSM14A/MAP1S/CCNB1/PKD1/CDC20/PTPA/TPR/NDEL1/BCCIP/SBDS/NUSAP1/MAPRE1/PLK2/STMN1/NUMA1/CHMP4B/CDK1/KIF3B/MAD2L1/CHMP4A/BIRC5/ESPL1/SAPCD2/DYNC1H1/MECP2/KIF2A/INTS13/CEP192/AURKB/CENPH/PARP3/PIBF1/TPX2/HNRNPU/INCENP/PLK1/FAM110A/ITGB1/NUDC/MYBL2/RACGAP1/CKAP5/KIF23/CENPJ/CENPE/SPC25/NEK2/NDC80/PKHD1/CLASP2/SUN2/KAT5/CHEK2/RCC1/EFHC1/PRC1/TNKS/ARHGEF10/CHMP2B/CEP126/DCTN1/DCTN2/CHMP2A	67
GO:1903051	negative regulation of proteolysis involved in protein catabolic process	33/5381	68/18870	0.000367995060590057	0.00780369158366869	0.00624025533903946	STYX/HIPK2/RPS7/HFE/SUFU/RPL11/OGT/TAF9/PARK7/USP7/EIF3H/CAMLG/AQP11/GABARAPL2/TRIM39/GIPC1/USP38/TAF1/DDRGK1/CCAR2/HSP90AB1/PDCL3/BAG6/SVIP/USP9X/RPL5/MAP1A/SHH/PML/NOP53/MTM1/PBK/LAMP3	33
GO:0043434	response to peptide hormone	155/5381	430/18870	0.000368435778227844	0.00780369158366869	0.00624025533903946	CRHBP/GCNT1/SELENOS/RELA/ZNF592/CYBB/PRKAR1A/SP1/TEK/TSC2/VPS13C/ROCK2/MTCL2/IGF1R/EEF2K/SLC24A4/EGR1/CYFIP1/SORBS1/PRKACA/CPS1/TNS2/ZBED3/PCK2/LRP5/NONO/PRKDC/GKAP1/COL3A1/PTPN2/F7/OGT/PRKCI/GSK3B/HMGCS2/NCOA5/PRKAA1/NDEL1/ZDHHC7/CFLAR/TRIB3/GPLD1/RAB8A/TGFBR3/ANXA1/IRS1/GAB1/JAK1/PTPN1/PIP4K2A/SLC30A10/ASS1/LRP6/GPT2/TSC1/HDAC9/COL1A1/NCOA2/C2CD5/ITGB3/IGFBP5/GLP2R/SH2B2/CTSD/GRB14/ENPP1/PRKCB/RAB31/LYN/DDR2/SOCS1/AHCYL1/PPARA/HADH/CCNA2/KCNQ1/TNFRSF11A/APPL1/CXCL12/INSIG2/POMC/LONP1/SOS1/SLC22A12/FGF21/XBP1/INSIG1/MAX/BCAR3/LTA4H/SOCS2/NR4A1/GJB2/PARP1/SLC25A33/CTSK/KANK1/GRB10/STXBP3/MDM2/NUDC/SHC1/PRKCA/IGF2/SRD5A1/TIMP1/SLC27A1/SORL1/KLF15/UCP2/EIF2B5/MEAK7/GPER1/SIK2/SLC34A1/SESN3/HSF1/HDAC5/RANGAP1/EIF2B4/DENND4C/TRPV1/SCAP/STAT2/PTPRE/NR1H4/MAPK14/STAT1/RAB13/APPL2/PTK2/PFKFB1/FER/LEPROTL1/EPRS1/SPINK1/NR4A3/ZFP36L1/PRKD1/FOS/WDTC1/NCL/CYC1/JAK2/UCP3/CPEB2/ADIPOR1/ACVR1C/NPR2/SLC39A14/PIK3C2A/EIF2B1/STAT4/INHBA/AP3S1	155
GO:1904869	regulation of protein localization to Cajal body	9/5381	11/18870	0.000377892906178781	0.0079429622360126	0.00635162371162858	CCT4/LARP7/CCT5/DKC1/CCT7/CCT6A/CCT3/CCT2/MEPCE	9
GO:1904871	positive regulation of protein localization to Cajal body	9/5381	11/18870	0.000377892906178781	0.0079429622360126	0.00635162371162858	CCT4/LARP7/CCT5/DKC1/CCT7/CCT6A/CCT3/CCT2/MEPCE	9
GO:1900180	regulation of protein localization to nucleus	60/5381	143/18870	0.000378773818928755	0.0079429622360126	0.00635162371162858	ATP13A2/NF2/CCT4/CREBBP/HSP90AA1/JUP/SUFU/SIN3A/EP300/TCF7L2/UBR5/TPR/CD36/GSK3B/RASSF5/MARK3/PARK7/TGFB1/LARP7/SMAD3/JAK1/NUP54/LATS1/TRIM8/NF1/CDK1/LAMTOR5/CCT5/SUMO1/HCLS1/DKC1/SUMO4/CCT7/CCT6A/CCT3/BYSL/SUMO3/CCT2/PARP1/GLIS2/PLK1/GLUL/LATS2/PARP9/ILRUN/ZPR1/FERMT1/FLCN/SHH/MEPCE/FERMT2/MAVS/NPM1/YAP1/CDK5RAP3/TARDBP/MAPK14/PRKD1/JAK2/TMEM98	60
GO:1902905	positive regulation of supramolecular fiber organization	71/5381	175/18870	0.000387927369224115	0.00808966039230488	0.00646893151950581	PDXP/NF2/CCL24/COLGALT1/DSTN/CLASP1/FCHSD2/ROCK2/CYFIP1/BMP10/BRK1/LIMCH1/RAPGEF3/RPS3/NCK2/CTTN/ABL1/TPM1/NCKAP1L/STMN2/MAPRE1/FHOD1/SMAD3/S100A10/NUMA1/HCK/ITGB1BP1/NRP1/CDC42EP4/OCLN/SEMA5A/F2RL1/PROX1/WDR1/APP/RHOC/MECP2/GPR65/EVL/ARHGEF10L/ARHGEF5/GPX1/PLEK/CARMIL2/GIT1/ARF6/PTK2B/SYNPO2/CKAP5/APOE/WNT4/PYCARD/GSN/SLAIN1/FERMT2/WASF3/ALOX15/CCDC88A/MET/PPM1F/FER/SORBS3/PRKD1/CARMIL1/ARPC2/ARHGEF15/ARHGEF10/SNX9/CLIP1/DCTN1/WNT11	71
GO:0051382	kinetochore assembly	12/5381	17/18870	0.000389126237144572	0.00808966039230488	0.00646893151950581	POGZ/TRAPPC12/CENPW/SUGT1/CENPH/RNF4/CENPC/CENPK/CENPE/MIS12/CENPX/CENPT	12
GO:0017004	cytochrome complex assembly	22/5381	40/18870	0.000390206576492316	0.00808966039230488	0.00646893151950581	PET100/UQCRFS1/SURF1/COA5/UQCC2/COA1/COA6/SLC25A33/CYBA/COX14/COX20/STMP1/COA4/COX10/COA8/UQCC5/FASTKD3/SMIM20/BCS1L/UQCC1/COA3/HCCS	22
GO:0030865	cortical cytoskeleton organization	26/5381	50/18870	0.000390878901001941	0.00808966039230488	0.00646893151950581	FMNL2/EPB41L3/IQGAP1/EPB41L2/FMNL3/PLEC/ROCK2/AKAP11/LLGL1/TLN1/NCKAP1L/FHOD1/WDR1/PPP2R3C/PLEK/RAC3/ARF6/RACGAP1/FMNL1/IKBKB/RAB13/EPB41/IQGAP2/VPS4A/LLGL2/STRIP1	26
GO:0000070	mitotic sister chromatid segregation	74/5381	184/18870	0.000403613378003054	0.00816919613579836	0.00653253261684009	CHMP5/AKAP8/CLASP1/SEH1L/LSM14A/PSMG2/CCNB1/DSN1/NCAPD3/CDC20/SMC4/TPR/BOD1/BCCIP/NUSAP1/PRAP1/MAPRE1/BECN1/NUMA1/KNL1/CHMP4B/CDK1/KIF3B/MAD2L1/APC/MAD2L1BP/CHMP4A/BIRC5/ESPL1/PHF13/ANAPC15/KIF2A/CEP192/AURKB/EML4/LCMT1/PIBF1/TPX2/ATM/HNRNPU/INCENP/PLK1/CENPC/TRIP13/SPC24/NUDC/CENPK/MYBL2/RACGAP1/KIF23/CENPE/SPC25/BUB1/MIS12/NEK2/NDC80/WAPL/NCAPG/CLASP2/KAT5/CHEK2/SMARCA5/ANAPC7/PRC1/ARHGEF10/CHMP2B/SPAG5/NCAPH2/ZWINT/VPS4A/NSMCE2/TENT4A/DCTN2/CHMP2A	74
GO:0006694	steroid biosynthetic process	74/5381	184/18870	0.000403613378003054	0.00816919613579836	0.00653253261684009	ABCG1/PLPP6/IGF1R/PRKAG2/EGR1/HMGCS1/BMP6/IDI1/PRLR/SQLE/LIPA/DAB2/PMVK/HMGCS2/PRKAA1/ABCB11/SF1/FDFT1/HSD17B6/NSDHL/CYP7B1/LBR/HMGCR/CYP46A1/TM7SF2/SEC14L2/SNAI2/CYB5R1/MSMO1/DKK3/PROX1/SCP2/EBP/FGFR4/HINT2/OSBPL2/INSIG2/INSIG1/ARV1/DHCR24/MVD/CACNA1H/AKR1C3/AKR1B1/CYP8B1/SRD5A1/APOE/WNT4/FDPS/HSD17B7/ERLIN2/CH25H/DHCR7/SCAP/ABCD3/STARD4/ASAH1/G6PD/PBX1/ERG28/NR1H4/MED1/AKR1B15/CFTR/DDX20/ERLIN1/AMACR/PRKAA2/SRD5A3/OSBPL3/NR3C1/CYP17A1/HSD17B2/CYP21A2	74
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	31/5381	63/18870	0.000403751522265101	0.00816919613579836	0.00653253261684009	NONO/GSKIP/HIF1A/PARK7/GATA4/TRAP1/PDCD10/DAXX/GPX1/ATF4/MAPK7/VNN1/TREM2/PARP1/P4HB/PDK1/MCL1/SFPQ/CTNNB1/FBXO7/PML/ZNF622/PRODH/PINK1/ADCY10/JAK2/FZD1/HTRA2/RACK1/PYCR1/NOL3	31
GO:0032623	interleukin-2 production	31/5381	63/18870	0.000403751522265101	0.00816919613579836	0.00653253261684009	CR1/VSIG4/SPTBN1/RPS3/HOMER3/ABL1/LAPTM5/ANXA1/PTPRC/CD4/SFTPD/PDE4B/SASH3/LAG3/PDE4D/CD86/HDAC7/GBP1/TBX21/RUNX1/HOMER2/HAVCR2/CARD11/GLMN/NR1H4/TRAF6/KAT5/GATA3/CARD9/CLEC7A/PLCG2	31
GO:0032663	regulation of interleukin-2 production	31/5381	63/18870	0.000403751522265101	0.00816919613579836	0.00653253261684009	CR1/VSIG4/SPTBN1/RPS3/HOMER3/ABL1/LAPTM5/ANXA1/PTPRC/CD4/SFTPD/PDE4B/SASH3/LAG3/PDE4D/CD86/HDAC7/GBP1/TBX21/RUNX1/HOMER2/HAVCR2/CARD11/GLMN/NR1H4/TRAF6/KAT5/GATA3/CARD9/CLEC7A/PLCG2	31
GO:0051893	regulation of focal adhesion assembly	31/5381	63/18870	0.000403751522265101	0.00816919613579836	0.00653253261684009	ACVRL1/KDR/MACF1/CLASP1/TEK/ROCK2/DLC1/LIMCH1/THY1/PTPRJ/WDPCP/SLK/ABL1/TLN1/LDB1/SMAD3/S100A10/ARHGAP6/ITGB1BP1/NRP1/TSC1/MMP14/COL16A1/WNT4/FERMT2/PPM1F/PTK2/CLASP2/DUSP22/EPB41L5/RCC2	31
GO:0090109	regulation of cell-substrate junction assembly	31/5381	63/18870	0.000403751522265101	0.00816919613579836	0.00653253261684009	ACVRL1/KDR/MACF1/CLASP1/TEK/ROCK2/DLC1/LIMCH1/THY1/PTPRJ/WDPCP/SLK/ABL1/TLN1/LDB1/SMAD3/S100A10/ARHGAP6/ITGB1BP1/NRP1/TSC1/MMP14/COL16A1/WNT4/FERMT2/PPM1F/PTK2/CLASP2/DUSP22/EPB41L5/RCC2	31
GO:0090235	regulation of metaphase plate congression	10/5381	13/18870	0.000412709145213923	0.00832384400203749	0.00665619744426478	BECN1/NUMA1/BIRC5/DYNC1H1/AURKB/HNRNPU/INCENP/TTL/KAT5/SPAG5	10
GO:0120162	positive regulation of cold-induced thermogenesis	45/5381	101/18870	0.000417219771568186	0.00838636964483096	0.00670619634184875	EHMT1/PER2/BSCL2/EPAS1/KDM6B/CMKLR1/IGF1R/CEBPB/PRLR/KDM1A/OGT/CD36/ZNF516/GNAS/ALMS1/APC/LCN2/PEMT/DYNC1H1/OMA1/ELOVL6/HADH/CNOT3/PPARGC1A/FGF21/PLAC8/GRB10/LETMD1/PTH2R/UCP2/HSF1/PRKAB1/FABP5/FABP4/LEPR/DECR1/APPL2/ADRB1/PPARGC1B/MFAP2/TRPM8/JAK2/SYK/ADIPOR1/ADIPOR2	45
GO:0044839	cell cycle G2/M phase transition	64/5381	155/18870	0.000418457730580543	0.00838636964483096	0.00670619634184875	AKAP8/BABAM1/FOXM1/CCNB1/SIN3A/ENSA/RBBP8/SYF2/CDKN1A/CALM1/WEE1/TAOK2/SKP2/ESRRB/TP53/NAE1/RRM2B/ARPP19/LATS1/NES/CDK1/CCNG1/CCNB2/MACROH2A1/TRIM39/AVEN/CDK4/MRE11/UBE2A/APP/RNASEH2B/MECP2/PKMYT1/BRCC3/CCNA2/TICRR/FBXL7/BRD4/AURKB/KHDRBS1/CLSPN/CALM2/LCMT1/INTS3/CCNQ/ATM/PLK1/GPR132/NDC80/NPM1/CDK5RAP3/PBX1/NOP53/DNM2/CHEK2/DONSON/RAD51C/BACH1/CDK6/FHL1/PABIR1/RCC2/VPS4A/TPD52L1	64
GO:0000302	response to reactive oxygen species	81/5381	205/18870	0.000428697132420476	0.00856447615021727	0.00684861997036331	AXL/ERN1/HMOX1/RELA/NOS3/PEX2/ADAM9/KDM6B/FABP1/NUDT15/NET1/PCNA/RPS3/CAPN2/HIF1A/CD36/ABL1/PRKAA1/PARK7/TPM1/PRDX3/PRDX5/ANXA1/BECN1/KLF2/ERCC6/TRAP1/PKD2/CDK1/PTPRK/TXN/COL1A1/SESN1/PPP2CB/ZNF277/DDR2/PRDX1/ATP7A/CBX8/PDCD10/MMP9/RIPK3/CRYAB/GPX1/PPP1R15B/NQO1/MAP1LC3A/MAPK7/ATM/AQP1/OSER1/JUN/ZNF580/MDM2/PTK2B/SQSTM1/BAK1/APOE/MPO/UCP2/COA8/SESN3/PDGFRA/HSF1/MPV17L2/NCF1/MET/STAT1/FER/FOS/PINK1/GLRX2/PPARGC1B/SETX/PAWR/UCP3/ADPRS/CCS/FXN/IL18BP/RACK1	81
GO:0006475	internal protein amino acid acetylation	29/5381	58/18870	0.000437540421839479	0.00865919841096695	0.00692436503115045	NFYC/EP400/CREBBP/KANSL2/EP300/HAT1/TAF9/ERCC6/AUTS2/NAA10/NFYB/MSL1/PPARGC1A/MYBBP1A/MORF4L2/MSL3/BAG6/KAT14/DDX21/TADA2A/YEATS2/FLCN/ACTL6A/NAT8/KANSL3/DEK/SMARCA5/YEATS4/SUPT3H	29
GO:0070534	protein K63-linked ubiquitination	29/5381	58/18870	0.000437540421839479	0.00865919841096695	0.00692436503115045	SASH1/UBE2B/UBE2N/RNF115/HECTD1/UBE2E3/UBE2O/RNF152/ITCH/TRIM31/RNF126/RNF8/UBE2V2/UBE2D4/UBE2E2/XIAP/RNF4/ZNF598/DDX3X/ZFP91/PELI1/RNF168/UBE2G1/RNF135/TRAF6/UBE2S/UBE2T/ARIH2/PLAA	29
GO:0099024	plasma membrane invagination	29/5381	58/18870	0.000437540421839479	0.00865919841096695	0.00692436503115045	TIMD4/MARCO/ELMO1/ABCA1/MSR1/CD36/NCKAP1L/ARHGAP25/SPIRE1/BECN1/SNX18/CD300A/MYH9/SH3BP1/RAB31/F2RL1/AURKB/TREM2/RAC3/BIN2/GSN/ALOX15/APPL2/SNX9/FCGR1A/DOCK1/CLCN3/PLCG2/ITGAM	29
GO:0002274	myeloid leukocyte activation	93/5381	241/18870	0.000440191822238256	0.00866546979557057	0.00692937997066162	LCP2/VSIG4/DOCK2/ADAM9/DYSF/FCGR3A/PLPP6/MYO18A/NMI/PREX1/ADGRF5/DNASE1L3/FCER1G/SPI1/PIK3CD/FOXF1/TLR4/VAMP8/CBL/EDN2/CD84/LILRA2/GPR137B/ANXA1/TGFBR2/PTGDS/SBNO2/CD300A/MIF/CD93/PTPRC/LYN/F2RL1/PLSCR1/SUCNR1/GAB2/APP/RAC2/TLR1/CAMK4/CSF1/DCSTAMP/IFNGR2/PTGDR/CD33/CTSC/PJA2/TREM2/ATM/PIK3CG/RORA/RABGEF1/STXBP3/IFI35/LAT2/SHPK/C1QA/LDLR/CXCR2/PYCARD/CEBPA/PTAFR/RELB/TRPV1/TLR6/ADGRE2/HAVCR2/KARS1/S100A13/TRAF6/NAGLU/SLC18A2/FER/CD226/NR4A3/PTPN6/IFNGR1/JMJD6/JAK2/SYK/RASGRP1/IL33/CST7/AGER/CXCL6/IL15/FN1/NOTCH2/HSPD1/PLCG2/UBD/ITGAM/LAT	93
GO:0002573	myeloid leukocyte differentiation	91/5381	235/18870	0.000440593916654622	0.00866546979557057	0.00692937997066162	CITED2/CSF1R/C1QC/LRRK1/NRROS/ZFPM1/INPP5D/ZBTB46/NKAP/ANXA2/CCR1/RPTOR/CEBPB/DHRS7B/PRXL2A/SPI1/GAB3/PIK3CD/TLR4/PTPN2/TGFB1/UBASH3B/GPR137B/JAGN1/L3MBTL3/TGFBR2/SBNO2/MAFB/PDE1B/LBR/NF1/HAX1/MYH9/PIR/HCLS1/RASSF2/LILRB1/LYN/SOCS1/F2RL1/GAB2/APP/CD4/TOB2/MMP9/CAMK4/TNFRSF11A/CSF1/EPHA2/DCSTAMP/EVI2B/IGSF23/TREM2/PARP1/SIGLEC15/TAL1/PRKCA/NEDD9/RARA/CASP8/IL34/UCP2/CEBPA/FSTL3/CTNNB1/HSF1/RUNX1/RELB/MYC/MAPK14/GLO1/MED1/TRAF6/NAGLU/SP3/GATA3/ZFP36L1/FOS/PPARGC1B/TNFSF11/EFNA2/CDK6/FARP2/IL33/SH3PXD2A/NR3C1/INHBA/IL15/NOTCH2/FADD/UBD	91
GO:0030041	actin filament polymerization	68/5381	167/18870	0.000451118243337275	0.00884499020140855	0.00707293423071738	SPTBN2/ARPC5/SSH2/CCL24/SPTBN1/FCHSD2/CYFIP1/SSH1/PREX1/CAPG/SSH3/NCK2/CYRIA/CTTN/ABL1/WASHC3/TMSB10/NCKAP1L/SPIRE1/PLEKHG2/ARPC3/TMOD3/ARHGAP6/MSRB2/HCK/LATS1/CDC42EP4/HAX1/ABITRAM/HCLS1/DAAM2/DIAPH1/KANK3/COTL1/ARPC4/ADD3/MKKS/EVL/SPTBN4/WASL/WAS/ARFGEF1/CARMIL2/KANK1/ARF6/COBL/FLII/PTK2B/PYCARD/ELN/ARHGAP18/SVIL/GSN/ARPC5L/KANK2/EPS8/WASF3/ALOX15/FER/TRIOBP/CARMIL1/ARPC2/AVIL/JAK2/SNX9/TMOD2/ESAM/INF2	68
GO:0072655	establishment of protein localization to mitochondrion	53/5381	124/18870	0.000474774843230489	0.00928008975981076	0.00742086345283262	FZD5/RNF31/MTX2/UBL5/HSP90AA1/PDCD5/TOMM7/MAIP1/BAX/ATG13/PMPCA/SAE1/HK2/BBC3/HUWE1/PRKAA1/PARL/TIMM17B/DDIT3/BCAP31/TOMM40L/TIMM17A/HAX1/MFF/TIMM8B/MTCH2/OXA1L/TIMM9/RAC2/IMMP2L/TIMM23/DNAJA1/IMMP1L/PITRM1/TOMM34/HK1/PMPCB/TIMM44/ATP5IF1/FBXO7/GRPEL2/HPS4/MOAP1/PINK1/TOMM20/PAM16/DNAJC15/ADCY10/BCS1L/HTRA2/ARIH2/TRMT10B/HSPD1	53
GO:0032527	protein exit from endoplasmic reticulum	25/5381	48/18870	0.000487525710757978	0.00950000100378546	0.00759671641929273	SELENOS/SEC61B/ERLEC1/TECPR2/DERL1/BCAP31/DERL2/DERL3/HM13/TM9SF4/INSIG1/TMEM129/EDEM1/SVIP/RANGRF/SLC51B/SORL1/SAR1A/PREB/SEL1L/TMEM30B/UBE2J1/EDEM2/HSP90B1/AUP1	25
GO:0051028	mRNA transport	54/5381	127/18870	0.000492082239314894	0.00955937675331663	0.00764419649126236	CETN3/ALKBH5/KHSRP/POM121/SEH1L/SMG7/NCBP3/UPF1/POM121C/SMG1/NUP188/CETN2/TPR/CASC3/NUP54/PABPN1/HHEX/DDX19B/ENY2/NSUN2/NUP37/BICD2/NUP155/NUP210/SUPT6H/IGF2BP2/NXT1/NUP35/QKI/MVP/FMR1/NUP88/NUP153/THOC7/NUP214/RANBP17/NUP205/SRSF3/ZC3H3/MAGOHB/DDX39A/HSF1/RANBP2/YTHDC1/WNK1/IGF2BP3/NUP50/LRPPRC/ZFP36L1/NCBP2/TNKS/NXT2/SRSF7/PEG10	54
GO:0006399	tRNA metabolic process	78/5381	197/18870	0.000503241427172113	0.00969083183939856	0.00774931511287516	MOCS3/PUS3/TRMT10C/DICER1/ZBTB8OS/CDKAL1/DDX1/RTRAF/DPH3/RPUSD4/AARS2/GTF3C6/RPP14/TPRKB/ELP5/LSM6/LARS2/GON7/TRMT12/FAM98B/EXOSC8/RPP38/TSEN15/TRNT1/CDK5RAP1/NSUN2/FARSB/TRMT11/TARS2/POLR3E/BCDIN3D/METTL6/GTF3C1/SARS2/ZCCHC7/RPP30/TRMT6/URM1/AARSD1/LRRC47/SSB/THUMPD2/QARS1/EXOSC9/TRUB2/LCMT2/FTSJ1/NARS2/EXOSC3/OSGEP/YRDC/POP4/RARS2/TYW3/GATC/BRF1/DUS1L/ELAC1/POP5/METTL2B/ADAT1/KARS1/DUS3L/DTD2/METTL1/CTU1/YARS1/THADA/EPRS1/CARS1/TRMT13/METTL8/RTCB/DARS2/THG1L/ANKRD16/DUS4L/TRMT10B	78
GO:0006611	protein export from nucleus	30/5381	61/18870	0.000503439708694478	0.00969083183939856	0.00774931511287516	STYX/PRKACA/RAPGEF3/PKD1/DESI1/XPO4/TPR/GSK3B/PARK7/RANBP3/TGFB1/IFI27/XPO7/YWHAE/TXN/SP100/CTDSPL2/AHCYL1/NXT1/SMURF1/NUP214/RANBP17/STRADA/PTPN14/MDM2/CDK5/ANP32B/XPO6/RANGAP1/PRKD1	30
GO:0010921	regulation of phosphatase activity	30/5381	61/18870	0.000503439708694478	0.00969083183939856	0.00774931511287516	SEMA4D/PPP6R2/ROCK2/PTPA/GSK3B/BOD1/PPP6R1/NCKAP1L/CALM1/GPLD1/CD300A/TSC1/PTPRC/PPP4R4/TIPRL/RIPK3/CALM2/CD33/PPP1R15B/PLEK/HSP90AB1/STYXL1/IKBKB/LGALS3/PPP1R15A/CDK5RAP3/FCRL3/PDGFRB/HSP90B1/MEF2C	30
GO:0031396	regulation of protein ubiquitination	79/5381	200/18870	0.000506326611678734	0.00971686797503461	0.00777013502005228	AMER1/ATG5/PER2/PDCD6/SPSB4/RPS7/SASH1/NMI/HSP90AA1/MTA1/BAG2/UBE2N/SKP1/RPL11/CDC20/RPS3/KDM1A/UBB/DERL1/OGT/GSK3B/ABL1/RASSF5/HUWE1/PARK7/LAPTM5/BIRC3/TRIB3/SKP2/CAMLG/UBXN2A/ISG15/MAD2L1/PEF1/BEX4/PHF23/ARRDC4/IVNS1ABP/RBX1/FBXO2/UBE2V2/ARRB1/RNF111/NHLRC1/DAXX/COMMD1/XIAP/DNAJA1/SOX4/UFL1/TAF1/DDX3X/HSP90AB1/PLK1/HDAC8/RPL5/GABARAP/SQSTM1/CDK5/DNAJB2/PELI1/HSPA5/CTNNB1/TSPYL5/WNK1/NPM1/CDK5RAP3/PSMD10/CENPS/TRAF6/RPS2/UBE2S/TBC1D7/PINK1/SVBP/CENPX/ARRDC3/PLAA/UBE3A	79
GO:1901617	organic hydroxy compound biosynthetic process	96/5381	251/18870	0.000513226387198213	0.00981952480400689	0.00785222499224233	ABCG1/PER2/ITPKB/PLPP6/PRKAG2/ITPKC/HRH1/HMGCS1/BMP6/IDI1/ACER3/PCK2/CD244/ISYNA1/SQLE/PLTP/LIPA/DAB2/PMVK/HMGCS2/PRKAA1/PARK7/ABCB11/PNPO/FDFT1/NUS1/NSDHL/P2RY6/CYP7B1/LBR/HMGCR/ACER2/CYP46A1/TM7SF2/SEC14L2/SNAI2/CYB5R1/MSMO1/DKK3/PROX1/ATP7A/ZEB2/SCP2/ABCA2/RAPGEF2/PTH1R/EBP/GIPC1/FGFR4/APPL1/IP6K2/OSBPL2/INSIG2/SPR/INSIG1/PLEK/SPTLC2/ARV1/DHCR24/PTK2B/MVD/CACNA1H/AKR1C3/CYP8B1/APOE/WNT4/FDPS/PTS/GPER1/HSD17B7/ERLIN2/PTAFR/CH25H/DHCR7/SCAP/ABCD3/STARD4/ASAH1/G6PD/ERG28/ALOX15/FGF2/NR1H4/CFTR/ERLIN1/GATA3/SPTLC1/AMACR/PRKAA2/SRD5A3/SPTSSB/OSBPL3/IP6K3/MOXD1/ASAH2/PLCG2	96
GO:0030168	platelet activation	56/5381	133/18870	0.000524841741340803	0.0100115143009377	0.00800575021430121	VAV1/AXL/NOS3/F11R/MYL12A/C1GALT1C1/P2RY12/PEAR1/FCER1G/MERTK/TLR4/COL3A1/TLN1/UBASH3B/ADAMTS13/GNAS/PDIA3/MYH9/DGKG/VAV3/ITGB3/ACTB/F2RL2/FGL1/PDGFA/LYN/MMRN1/PLSCR1/FUNDC2/DGKZ/DGKD/PLEK/PIK3CG/FERMT3/STXBP3/GNAQ/F2R/PRKCA/APOE/PDGFRA/RAP2B/MAPK14/SAA1/CLIC1/IL6ST/SELP/CD9/PTPN6/ENTPD2/THBD/JAK2/ILK/SERPINE2/SYK/FIBP/PLCG2	56
GO:0036344	platelet morphogenesis	15/5381	24/18870	0.000539877930611686	0.0102674082119033	0.00821037687426213	ZFPM1/C1GALT1C1/EP300/PRKDC/NBEAL2/ACTN1/MYH9/CLEC1B/CIB1/WDR1/ZNF385A/MPIG6B/TAL1/PTPN6/MEF2C	15
GO:0005976	polysaccharide metabolic process	45/5381	102/18870	0.000542566420786507	0.0102876441402424	0.00822655862087579	NDST3/SELENOS/PHKA1/PER2/PRKAG2/SORBS1/PCDH12/HS2ST1/GSK3B/TGFB1/IRS1/GYS1/PPP1R3G/GNMT/ENPP1/GABARAPL1/CHST1/NHLRC1/IGF1/PPP1R3B/NDST1/POMC/PPP1R3C/GYG2/PHKB/DYRK2/AGL/IGF2/RUBCNL/UGP2/LEPR/EXT1/IL6ST/MGAM/CHST7/STK40/PPP1R3E/RB1CC1/GAA/NPC1/PTGES3/ADCY10/AP2A1/G6PC1/CHIA	45
GO:0001945	lymph vessel development	18/5381	31/18870	0.000547135485570242	0.0103125268753463	0.00824645620638607	FLT4/ACVRL1/KDR/SOX18/PKD1/TMEM204/EFNB2/PROX1/NR2F2/HEG1/EPHA2/TIE1/BMPR2/CLEC14A/PTPN14/FGF2/SYK/NPR2	18
GO:0150117	positive regulation of cell-substrate junction organization	18/5381	31/18870	0.000547135485570242	0.0103125268753463	0.00824645620638607	KDR/TEK/THY1/PTPRJ/ABL1/IQSEC1/SMAD3/S100A10/ITGB1BP1/NRP1/TSC1/MAPRE2/ARF6/COL16A1/WNT4/FERMT2/PPM1F/EPB41L5	18
